startTime,volume,chapter,part,titleEn,titleKo,titleJa,prediction
2024-01-16 11:00:00,1,3,4,,,
2024-01-23 11:00:00,1,3,5,,,
2025-04-29 11:00:00,Ex,2,1,,,
2025-07-22 11:00:00,Ex,2,2,,,
2025-10-07 11:00:00,Ex,2,3,,,
2025-10-21 11:00:00,5,2,1,,,
2025-10-28 11:00:00,5,2,2,,,
2026-02-10 11:00:00,6,1,0,,,,true
2026-03-03 11:00:00,6,2,0,,,,true
